DESC (0)|NTACODE (1)|NTANAME (2)|***HOUSING OCCUPANCY (3)|TOTAL HOUSING UNITS (4)|   OCCUPIED HOUSING UNITS (5)|   VACANT HOUSING UNITS (6)|***UNITS IN STRUCTURE (7)|TOTAL HOUSING UNITS (8)|   1-UNIT, DETACHED (9)|   1-UNIT, ATTACHED (10)|   2 UNITS (11)|   3 OR 4 UNITS (12)|   5 TO 9 UNITS (13)|   10 TO 19 UNITS (14)|   20 OR MORE UNITS (15)|   MOBILE HOME (16)|   BOAT, RV, VAN, ETC. (17)|***YEAR STRUCTURE BUILT (18)|TOTAL HOUSING UNITS (19)|   BUILT 2010 OR LATER (20)|   BUILT 2000 TO 2009 (21)|   BUILT 1990 TO 1999 (22)|   BUILT 1980 TO 1989 (23)|   BUILT 1970 TO 1979 (24)|   BUILT 1960 TO 1969 (25)|   BUILT 1950 TO 1959 (26)|   BUILT 1940 TO 1949 (27)|   BUILT 1939 OR EARLIER (28)|***ROOMS (29)|TOTAL HOUSING UNITS (30)|   1 ROOM (31)|   2 ROOMS (32)|   3 ROOMS (33)|   4 ROOMS (34)|   5 ROOMS (35)|   6 ROOMS (36)|   7 ROOMS (37)|   8 ROOMS (38)|   9 ROOMS OR MORE (39)|***BEDROOMS (40)|TOTAL HOUSING UNITS (41)|   NO BEDROOM (42)|   1 BEDROOM (43)|   2 BEDROOMS (44)|   3 BEDROOMS (45)|   4 BEDROOMS (46)|   5 OR MORE BEDROOMS (47)|***HOUSING TENURE (48)|OCCUPIED HOUSING UNITS (49)|   OWNER-OCCUPIED (50)|   RENTER-OCCUPIED (51)|***YEAR HOUSEHOLDER MOVED INTO UNIT (52)|OCCUPIED HOUSING UNITS (53)|   MOVED IN 2010 OR LATER (54)|   MOVED IN 2000 TO 2009 (55)|   MOVED IN 1990 TO 1999 (56)|   MOVED IN 1980 TO 1989 (57)|   MOVED IN 1970 TO 1979 (58)|   MOVED IN 1969 OR EARLIER (59)|***VEHICLES AVAILABLE (60)|OCCUPIED HOUSING UNITS (61)|   NO VEHICLES AVAILABLE (62)|   1 VEHICLE AVAILABLE (63)|   2 VEHICLES AVAILABLE (64)|   3 OR MORE VEHICLES AVAILABLE (65)|***HOUSE HEATING FUEL  (66)|OCCUPIED HOUSING UNITS (67)|   UTILITY GAS (68)|   BOTTLED, TANK, OR LP GAS (69)|   ELECTRICITY (70)|   FUEL OIL, KEROSENE, ETC. (71)|   COAL OR COKE (72)|   WOOD (73)|   SOLAR ENERGY (74)|   OTHER FUEL (75)|   NO FUEL USED (76)|***SELECTED CHARACTERISTICS (77)|OCCUPIED HOUSING UNITS (78)|   LACKING COMPLETE PLUMBING FACILITIES (79)|   LACKING COMPLETE KITCHEN FACILITIES (80)|   NO TELEPHONE SERVICE AVAILABLE (81)|***OCCUPANTS PER ROOM (82)|OCCUPIED HOUSING UNITS (83)|   1.00 OR LESS (84)|   1.01 TO 1.50 (85)|   1.51 OR MORE (86)|***VALUE (87)| OWNER-OCCUPIED UNITS (88)|   LESS THAN $50,000 (89)|   $50,000 TO $99,999 (90)|   $100,000 TO $149,999 (91)|   $150,000 TO $199,999 (92)|   $200,000 TO $299,999 (93)|   $300,000 TO $499,999 (94)|   $500,000 TO $999,999 (95)|   $1,000,000 OR MORE (96)|***MORTGAGE STATUS (97)|OWNER-OCCUPIED UNITS (98)|   HOUSING UNITS WITH A MORTGAGE (99)|   HOUSING UNITS WITHOUT A MORTGAGE (100)|***SELECTED MONTHLY OWNER COSTS (SMOC) (101)|HOUSING UNITS WITH A MORTGAGE (102)|   LESS THAN $300 (103)|   $300 TO $499 (104)|   $500 TO $699 (105)|   $700 TO $999 (106)|   $1,000 TO $1,499 (107)|   $1,500 TO $1,999 (108)|   $2,000 OR MORE (109)|   HOUSING UNITS WITHOUT A MORTGAGE (110)|   LESS THAN $100 (111)|   $100 TO $199 (112)|   $200 TO $299 (113)|   $300 TO $399 (114)|   $400 OR MORE (115)|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) (116)|HOUSING UNITS WITH A MORTGAGE (EXCL. UNITS WHERE SMOCAPI CAN'T BE CMPTD) (117)|   LESS THAN 20.0 PERCENT (118)|   20.0 TO 24.9 PERCENT (119)|   25.0 TO 29.9 PERCENT (120)|   30.0 TO 34.9 PERCENT (121)|   35.0 PERCENT OR MORE (122)|   NOT COMPUTED (123)|HOUSING UNIT WITHOUT A MORTGAGE (EXCL. UNITS WHERE SMOCAPI CAN'T BE CMPTD) (124)|   LESS THAN 10.0 PERCENT (125)|   10.0 TO 14.9 PERCENT (126)|   15.0 TO 19.9 PERCENT (127)|   20.0 TO 24.9 PERCENT (128)|   25.0 TO 29.9 PERCENT (129)|   30.0 TO 34.9 PERCENT (130)|   35.0 PERCENT OR MORE (131)|   NOT COMPUTED (132)|***GROSS RENT (133)|OCCUPIED UNITS PAYING RENT (134)|   LESS THAN $200 (135)|   $200 TO $299 (136)|   $300 TO $499 (137)|   $500 TO $749 (138)|   $750 TO $999 (139)|   $1,000 TO $1,499 (140)|   $1,500 OR MORE (141)|   NO RENT PAID (142)|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) (143)|OCCUPIED UNITS PAYING RENT (EXCL. UNITS WHERE GRAPI CAN'T BE COMPUTED) (144)|   LESS THAN 15.0 PERCENT (145)|   15.0 TO 19.9 PERCENT (146)|   20.0 TO 24.9 PERCENT (147)|   25.0 TO 29.9 PERCENT (148)|   30.0 TO 34.9 PERCENT (149)|   35.0 PERCENT OR MORE (150)|   NOT COMPUTED (151)
DATA|QN06|Jamaica Estates-Holliswood|***HOUSING OCCUPANCY|9,932|9,489|443|***UNITS IN STRUCTURE|9,932|3,503|348|994|357|133|226|4,361|10|0|***YEAR STRUCTURE BUILT|9,932|5|371|146|206|624|1,036|3,480|2,027|2,037|***ROOMS|9,932|416|272|2,126|2,028|1,568|1,365|731|645|781|***BEDROOMS|9,932|502|2,807|2,435|2,684|929|575|***HOUSING TENURE|9,489|5,422|4,067|***YEAR HOUSEHOLDER MOVED INTO UNIT|9,489|516|4,568|2,061|1,060|722|562|***VEHICLES AVAILABLE|9,489|2,033|4,308|2,603|545|***HOUSE HEATING FUEL |9,489|6,655|73|319|2,319|0|4|0|55|64|***SELECTED CHARACTERISTICS|9,489|446|589|867|***OCCUPANTS PER ROOM|9,489|8,791|461|237|***VALUE|5,422|71|138|706|591|209|960|2,121|626|***MORTGAGE STATUS|5,422|3,334|2,088|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,334|0|75|59|266|315|422|2,197|2,088|120|128|71|114|1,655|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,329|992|541|454|223|1,119|5|2,044|788|251|161|175|146|94|429|44|***GROSS RENT|3,994|0|13|43|197|730|2,011|1,000|73|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|3,964|537|474|531|465|390|1,567|103
DATA|QN35|Briarwood-Jamaica Hills|***HOUSING OCCUPANCY|14,401|13,557|844|***UNITS IN STRUCTURE|14,401|2,340|564|1,972|1,337|437|419|7,264|57|11|***YEAR STRUCTURE BUILT|14,401|45|683|274|508|811|1,839|4,605|2,419|3,217|***ROOMS|14,401|760|583|3,539|3,598|2,357|1,980|629|308|647|***BEDROOMS|14,401|941|5,045|4,047|3,160|702|506|***HOUSING TENURE|13,557|5,639|7,918|***YEAR HOUSEHOLDER MOVED INTO UNIT|13,557|1,449|6,816|2,736|1,246|852|458|***VEHICLES AVAILABLE|13,557|4,817|5,954|2,353|433|***HOUSE HEATING FUEL |13,557|9,694|186|573|2,842|23|0|0|182|57|***SELECTED CHARACTERISTICS|13,557|962|1,805|1,637|***OCCUPANTS PER ROOM|13,557|12,493|712|352|***VALUE|5,639|66|75|388|550|1,195|940|2,388|37|***MORTGAGE STATUS|5,639|3,813|1,826|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,813|0|92|78|186|791|456|2,210|1,826|106|61|50|51|1,558|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,759|992|445|379|293|1,650|54|1,798|547|294|199|252|111|47|348|28|***GROSS RENT|7,787|36|31|71|415|1,004|4,158|2,072|131|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|7,761|877|1,098|963|758|601|3,464|157
DATA|QN37|Kew Gardens Hills|***HOUSING OCCUPANCY|14,374|13,265|1,109|***UNITS IN STRUCTURE|14,374|1,553|2,216|3,055|1,047|1,887|1,565|3,033|18|0|***YEAR STRUCTURE BUILT|14,374|0|506|340|489|608|1,943|5,157|4,057|1,274|***ROOMS|14,374|331|676|3,332|4,309|2,522|1,739|607|450|408|***BEDROOMS|14,374|419|4,758|5,075|3,005|648|469|***HOUSING TENURE|13,265|6,839|6,426|***YEAR HOUSEHOLDER MOVED INTO UNIT|13,265|764|6,584|2,343|1,572|1,305|697|***VEHICLES AVAILABLE|13,265|3,464|6,807|2,466|528|***HOUSE HEATING FUEL |13,265|7,102|224|929|4,688|0|25|0|200|97|***SELECTED CHARACTERISTICS|13,265|89|155|499|***OCCUPANTS PER ROOM|13,265|11,912|955|398|***VALUE|6,839|145|116|565|964|1,400|1,306|2,081|262|***MORTGAGE STATUS|6,839|4,007|2,832|***SELECTED MONTHLY OWNER COSTS (SMOC)|4,007|48|46|156|433|874|622|1,828|2,832|168|100|191|102|2,271|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|4,007|1,395|386|468|322|1,436|0|2,832|1,037|357|453|204|80|109|592|0|***GROSS RENT|6,114|0|25|100|387|1,076|2,737|1,789|312|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|5,827|838|585|695|735|352|2,622|599
DATA|QN38|Pomonok-Flushing Heights-Hillcrest|***HOUSING OCCUPANCY|12,383|11,797|586|***UNITS IN STRUCTURE|12,383|3,055|1,622|1,608|932|882|330|3,937|17|0|***YEAR STRUCTURE BUILT|12,383|0|869|325|365|616|1,225|5,267|2,134|1,582|***ROOMS|12,383|361|99|1,918|3,230|2,761|2,057|1,065|444|448|***BEDROOMS|12,383|365|1,955|4,691|4,253|819|300|***HOUSING TENURE|11,797|5,292|6,505|***YEAR HOUSEHOLDER MOVED INTO UNIT|11,797|798|5,386|2,511|1,378|819|905|***VEHICLES AVAILABLE|11,797|3,518|4,906|2,862|511|***HOUSE HEATING FUEL |11,797|6,284|236|1,505|3,519|0|0|0|172|81|***SELECTED CHARACTERISTICS|11,797|37|201|366|***OCCUPANTS PER ROOM|11,797|11,206|400|191|***VALUE|5,292|309|173|94|21|180|1,210|3,211|94|***MORTGAGE STATUS|5,292|2,876|2,416|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,876|0|0|6|50|174|507|2,139|2,416|299|88|158|12|1,859|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,864|424|370|186|218|1,666|12|2,410|938|375|245|227|99|116|410|6|***GROSS RENT|6,438|164|562|460|926|1,207|1,858|1,261|67|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|6,155|826|640|828|885|505|2,471|350
DATA|QN41|Fresh Meadows-Utopia|***HOUSING OCCUPANCY|6,946|6,582|364|***UNITS IN STRUCTURE|6,946|2,154|677|789|134|1,718|270|1,133|23|48|***YEAR STRUCTURE BUILT|6,946|0|48|62|102|236|869|2,271|2,487|871|***ROOMS|6,946|141|317|1,346|1,699|1,236|837|804|247|319|***BEDROOMS|6,946|234|1,711|2,322|1,855|700|124|***HOUSING TENURE|6,582|2,706|3,876|***YEAR HOUSEHOLDER MOVED INTO UNIT|6,582|564|3,237|1,455|575|387|364|***VEHICLES AVAILABLE|6,582|908|3,545|1,784|345|***HOUSE HEATING FUEL |6,582|4,419|231|365|1,438|0|0|0|40|89|***SELECTED CHARACTERISTICS|6,582|8|23|208|***OCCUPANTS PER ROOM|6,582|5,996|558|28|***VALUE|2,706|37|0|72|124|97|235|2,125|16|***MORTGAGE STATUS|2,706|1,649|1,057|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,649|0|0|47|50|259|156|1,137|1,057|0|0|0|31|1,026|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,631|454|88|207|129|753|18|1,035|251|231|200|83|113|17|140|22|***GROSS RENT|3,825|0|0|7|145|194|1,612|1,867|51|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|3,742|312|474|338|376|240|2,002|134
DATA|QN53|Woodhaven|***HOUSING OCCUPANCY|18,764|17,140|1,624|***UNITS IN STRUCTURE|18,764|3,424|2,691|7,815|2,264|419|242|1,848|61|0|***YEAR STRUCTURE BUILT|18,764|0|622|343|237|525|1,048|2,352|2,376|11,261|***ROOMS|18,764|352|379|2,113|3,774|4,960|3,455|1,675|682|1,374|***BEDROOMS|18,764|368|2,722|6,092|6,791|1,886|905|***HOUSING TENURE|17,140|8,313|8,827|***YEAR HOUSEHOLDER MOVED INTO UNIT|17,140|1,592|9,272|3,476|1,081|710|1,009|***VEHICLES AVAILABLE|17,140|5,762|7,409|2,894|1,075|***HOUSE HEATING FUEL |17,140|13,495|221|204|3,102|0|20|0|33|65|***SELECTED CHARACTERISTICS|17,140|520|580|431|***OCCUPANTS PER ROOM|17,140|15,343|1,352|445|***VALUE|8,313|149|46|185|239|756|4,363|2,481|94|***MORTGAGE STATUS|8,313|5,925|2,388|***SELECTED MONTHLY OWNER COSTS (SMOC)|5,925|10|25|107|195|396|863|4,329|2,388|221|19|8|141|1,999|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|5,871|1,196|586|471|632|2,986|54|2,368|852|290|277|167|165|179|438|20|***GROSS RENT|8,546|30|30|71|452|1,061|4,284|2,618|281|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|8,423|877|973|941|752|701|4,179|404
DATA|QN54|Richmond Hill|***HOUSING OCCUPANCY|18,828|17,535|1,293|***UNITS IN STRUCTURE|18,828|4,492|1,356|8,306|2,682|584|215|1,138|55|0|***YEAR STRUCTURE BUILT|18,828|5|568|131|515|859|888|1,977|2,066|11,819|***ROOMS|18,828|357|323|2,591|4,219|4,627|3,204|1,265|884|1,358|***BEDROOMS|18,828|384|3,230|5,961|6,356|1,641|1,256|***HOUSING TENURE|17,535|8,483|9,052|***YEAR HOUSEHOLDER MOVED INTO UNIT|17,535|1,310|9,469|4,003|1,452|658|643|***VEHICLES AVAILABLE|17,535|5,857|6,899|3,547|1,232|***HOUSE HEATING FUEL |17,535|13,411|278|407|3,251|53|0|15|59|61|***SELECTED CHARACTERISTICS|17,535|155|247|397|***OCCUPANTS PER ROOM|17,535|15,412|1,678|445|***VALUE|8,483|135|87|73|139|550|3,994|3,414|91|***MORTGAGE STATUS|8,483|6,263|2,220|***SELECTED MONTHLY OWNER COSTS (SMOC)|6,263|0|9|35|91|351|758|5,019|2,220|0|35|13|56|2,116|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|6,236|968|491|492|577|3,708|27|2,186|577|391|259|151|118|61|629|34|***GROSS RENT|8,892|0|37|250|423|939|4,668|2,575|160|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|8,825|1,028|733|1,103|867|667|4,427|227
DATA|QN60|Kew Gardens|***HOUSING OCCUPANCY|10,993|9,997|996|***UNITS IN STRUCTURE|10,993|859|418|864|683|195|226|7,732|0|16|***YEAR STRUCTURE BUILT|10,993|0|324|109|205|649|1,058|2,507|2,298|3,843|***ROOMS|10,993|649|775|3,670|3,117|1,054|776|257|334|361|***BEDROOMS|10,993|954|5,346|2,768|1,285|262|378|***HOUSING TENURE|9,997|3,557|6,440|***YEAR HOUSEHOLDER MOVED INTO UNIT|9,997|716|5,384|1,755|976|672|494|***VEHICLES AVAILABLE|9,997|4,273|4,351|1,161|212|***HOUSE HEATING FUEL |9,997|4,938|144|516|4,260|0|14|0|84|41|***SELECTED CHARACTERISTICS|9,997|92|212|464|***OCCUPANTS PER ROOM|9,997|9,307|442|248|***VALUE|3,557|116|100|269|429|1,041|736|770|96|***MORTGAGE STATUS|3,557|2,176|1,381|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,176|12|31|127|100|485|441|980|1,381|97|21|47|136|1,080|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,176|772|478|106|168|652|0|1,381|442|282|182|76|40|47|312|0|***GROSS RENT|6,204|25|31|54|304|913|3,311|1,566|236|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|6,140|961|787|702|690|651|2,349|300
DATA|QN55|South Ozone Park|***HOUSING OCCUPANCY|23,370|22,031|1,339|***UNITS IN STRUCTURE|23,370|10,283|1,909|8,741|1,602|149|133|493|38|22|***YEAR STRUCTURE BUILT|23,370|0|976|364|298|763|1,829|4,020|4,008|11,112|***ROOMS|23,370|154|131|2,212|4,444|6,017|5,463|2,316|1,217|1,416|***BEDROOMS|23,370|165|2,395|7,672|10,106|1,914|1,118|***HOUSING TENURE|22,031|13,967|8,064|***YEAR HOUSEHOLDER MOVED INTO UNIT|22,031|1,370|10,716|5,110|2,168|1,417|1,250|***VEHICLES AVAILABLE|22,031|5,728|9,266|5,237|1,800|***HOUSE HEATING FUEL |22,031|17,323|341|443|3,843|28|0|0|53|0|***SELECTED CHARACTERISTICS|22,031|266|267|242|***OCCUPANTS PER ROOM|22,031|19,994|1,709|328|***VALUE|13,967|171|94|33|253|1,031|8,054|4,236|95|***MORTGAGE STATUS|13,967|10,403|3,564|***SELECTED MONTHLY OWNER COSTS (SMOC)|10,403|0|17|37|152|656|1,609|7,932|3,564|0|32|44|60|3,428|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|10,373|1,501|974|919|773|6,206|30|3,501|1,033|713|396|243|217|174|725|63|***GROSS RENT|7,887|6|24|52|511|955|4,064|2,275|177|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|7,787|777|601|721|859|646|4,183|277
DATA|QN56|Ozone Park|***HOUSING OCCUPANCY|7,474|6,837|637|***UNITS IN STRUCTURE|7,474|2,176|915|2,938|767|380|52|225|0|21|***YEAR STRUCTURE BUILT|7,474|0|352|108|278|362|1,194|1,359|848|2,973|***ROOMS|7,474|213|226|964|1,315|1,548|1,812|633|185|578|***BEDROOMS|7,474|242|1,230|2,309|2,899|513|281|***HOUSING TENURE|6,837|3,912|2,925|***YEAR HOUSEHOLDER MOVED INTO UNIT|6,837|555|3,434|1,559|514|223|552|***VEHICLES AVAILABLE|6,837|1,514|2,971|1,917|435|***HOUSE HEATING FUEL |6,837|5,805|84|128|695|0|54|14|57|0|***SELECTED CHARACTERISTICS|6,837|157|168|144|***OCCUPANTS PER ROOM|6,837|6,247|481|109|***VALUE|3,912|23|134|11|17|140|2,197|1,382|8|***MORTGAGE STATUS|3,912|2,780|1,132|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,780|0|30|31|80|194|387|2,058|1,132|0|0|0|16|1,116|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,731|508|107|355|232|1,529|49|1,120|322|255|151|85|74|58|175|12|***GROSS RENT|2,871|19|19|34|103|413|1,582|701|54|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|2,801|278|416|236|387|265|1,219|124
DATA|QN57|Lindenwood-Howard Beach|***HOUSING OCCUPANCY|11,673|11,261|412|***UNITS IN STRUCTURE|11,673|4,317|258|2,881|1,886|321|16|1,994|0|0|***YEAR STRUCTURE BUILT|11,673|0|506|342|586|1,220|4,598|2,557|834|1,030|***ROOMS|11,673|125|131|1,407|1,716|2,554|2,059|1,285|799|1,597|***BEDROOMS|11,673|163|1,637|2,938|4,622|1,809|504|***HOUSING TENURE|11,261|8,232|3,029|***YEAR HOUSEHOLDER MOVED INTO UNIT|11,261|665|4,340|2,260|1,602|1,057|1,337|***VEHICLES AVAILABLE|11,261|1,862|5,070|3,310|1,019|***HOUSE HEATING FUEL |11,261|9,058|111|440|1,600|13|0|0|26|13|***SELECTED CHARACTERISTICS|11,261|104|161|195|***OCCUPANTS PER ROOM|11,261|10,987|209|65|***VALUE|8,232|93|341|560|879|741|1,488|4,055|75|***MORTGAGE STATUS|8,232|4,362|3,870|***SELECTED MONTHLY OWNER COSTS (SMOC)|4,362|0|59|102|187|536|898|2,580|3,870|163|145|133|30|3,399|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|4,362|1,084|544|523|386|1,825|0|3,839|1,022|770|422|331|183|251|860|31|***GROSS RENT|2,953|0|77|38|66|438|1,124|1,210|76|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|2,877|369|214|305|522|334|1,133|152
DATA|QN42|Oakland Gardens|***HOUSING OCCUPANCY|11,701|11,235|466|***UNITS IN STRUCTURE|11,701|3,110|858|3,853|980|154|284|2,433|13|16|***YEAR STRUCTURE BUILT|11,701|0|394|227|363|522|1,862|4,914|2,857|562|***ROOMS|11,701|77|263|1,744|3,392|2,791|1,515|972|426|521|***BEDROOMS|11,701|100|2,360|4,103|3,970|860|308|***HOUSING TENURE|11,235|8,148|3,087|***YEAR HOUSEHOLDER MOVED INTO UNIT|11,235|714|5,142|2,228|1,193|992|966|***VEHICLES AVAILABLE|11,235|1,504|5,382|3,502|847|***HOUSE HEATING FUEL |11,235|6,090|165|503|4,232|0|10|0|167|68|***SELECTED CHARACTERISTICS|11,235|33|144|405|***OCCUPANTS PER ROOM|11,235|10,991|169|75|***VALUE|8,148|59|140|187|1,179|2,404|625|3,282|272|***MORTGAGE STATUS|8,148|4,797|3,351|***SELECTED MONTHLY OWNER COSTS (SMOC)|4,797|17|102|118|507|999|749|2,305|3,351|111|245|150|207|2,638|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|4,723|1,669|783|438|272|1,561|74|3,260|1,224|681|357|224|138|131|505|91|***GROSS RENT|2,854|32|11|15|224|367|878|1,327|233|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|2,835|352|266|418|270|208|1,321|252
DATA|QN45|Douglas Manor-Douglaston-Little Neck|***HOUSING OCCUPANCY|10,072|9,677|395|***UNITS IN STRUCTURE|10,072|3,926|1,090|2,742|859|207|131|1,109|8|0|***YEAR STRUCTURE BUILT|10,072|21|448|271|442|984|1,758|3,217|978|1,953|***ROOMS|10,072|113|113|1,052|1,206|2,449|2,069|1,238|692|1,140|***BEDROOMS|10,072|134|1,588|2,339|4,005|1,354|652|***HOUSING TENURE|9,677|7,569|2,108|***YEAR HOUSEHOLDER MOVED INTO UNIT|9,677|597|3,928|1,976|1,252|839|1,085|***VEHICLES AVAILABLE|9,677|817|4,413|3,256|1,191|***HOUSE HEATING FUEL |9,677|6,460|152|401|2,615|0|9|0|40|0|***SELECTED CHARACTERISTICS|9,677|7|37|76|***OCCUPANTS PER ROOM|9,677|9,438|170|69|***VALUE|7,569|87|55|296|421|1,231|1,094|3,459|926|***MORTGAGE STATUS|7,569|4,465|3,104|***SELECTED MONTHLY OWNER COSTS (SMOC)|4,465|0|0|260|224|544|490|2,947|3,104|248|236|56|49|2,515|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|4,417|1,449|600|183|475|1,710|48|3,104|1,050|526|323|272|152|158|623|0|***GROSS RENT|2,044|0|0|0|99|165|633|1,147|64|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|2,027|227|247|305|131|205|912|81
DATA|QN46|Bayside-Bayside Hills|***HOUSING OCCUPANCY|16,964|16,043|921|***UNITS IN STRUCTURE|16,964|6,776|2,765|3,499|1,436|379|880|1,184|45|0|***YEAR STRUCTURE BUILT|16,964|19|462|486|320|1,381|2,211|4,347|3,029|4,709|***ROOMS|16,964|93|304|2,055|2,418|3,092|4,155|2,305|1,418|1,124|***BEDROOMS|16,964|151|2,652|3,918|7,374|2,165|704|***HOUSING TENURE|16,043|10,839|5,204|***YEAR HOUSEHOLDER MOVED INTO UNIT|16,043|1,120|6,596|3,833|1,639|1,333|1,522|***VEHICLES AVAILABLE|16,043|2,080|6,892|5,267|1,804|***HOUSE HEATING FUEL |16,043|10,770|242|622|4,337|0|37|0|20|15|***SELECTED CHARACTERISTICS|16,043|61|89|173|***OCCUPANTS PER ROOM|16,043|15,638|282|123|***VALUE|10,839|60|246|122|379|671|1,494|7,476|391|***MORTGAGE STATUS|10,839|6,615|4,224|***SELECTED MONTHLY OWNER COSTS (SMOC)|6,615|6|26|71|276|625|707|4,904|4,224|33|52|176|121|3,842|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|6,595|1,815|751|751|442|2,836|20|4,148|1,022|829|461|333|266|256|981|76|***GROSS RENT|4,945|0|0|0|103|582|1,744|2,516|259|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|4,870|692|584|593|417|417|2,167|334
DATA|QN48|Auburndale|***HOUSING OCCUPANCY|7,562|7,182|380|***UNITS IN STRUCTURE|7,562|2,837|1,190|2,451|746|90|77|171|0|0|***YEAR STRUCTURE BUILT|7,562|0|708|52|153|287|577|2,496|1,518|1,771|***ROOMS|7,562|93|166|894|1,273|1,482|1,693|996|493|472|***BEDROOMS|7,562|100|1,161|1,804|3,171|974|352|***HOUSING TENURE|7,182|4,783|2,399|***YEAR HOUSEHOLDER MOVED INTO UNIT|7,182|614|3,075|1,325|748|679|741|***VEHICLES AVAILABLE|7,182|868|3,445|2,177|692|***HOUSE HEATING FUEL |7,182|5,248|70|174|1,678|0|0|0|0|12|***SELECTED CHARACTERISTICS|7,182|11|0|62|***OCCUPANTS PER ROOM|7,182|7,071|99|12|***VALUE|4,783|27|106|124|40|81|792|3,519|94|***MORTGAGE STATUS|4,783|2,648|2,135|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,648|8|0|12|58|187|359|2,024|2,135|3|41|29|49|2,013|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,620|609|294|262|182|1,273|28|2,115|523|343|291|143|157|112|546|20|***GROSS RENT|2,243|0|0|12|81|237|857|1,056|156|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|2,243|121|262|341|232|201|1,086|156
