DESC (0)|NTACODE (1)|NTANAME (2)|***HOUSEHOLD BY TYPE (3)|TOTAL HOUSEHOLDS (4)|  FAMILY HOUSEHOLDS (FAMILIES) (5)|      WITH OWN CHILDREN UNDER 18 YEARS (6)|    MARRIED-COUPLE FAMILY (7)|      WITH OWN CHILDREN UNDER 18 YEARS (8)|    MALE HOUSEHLDR, NO WIFE PRESENT, FAMILY (9)|      WITH OWN CHILDREN UNDER 18 YEARS (10)|    FEMALE HOUSEHLDR, NO HUSBAND PRESENT, FAMILY (11)|      WITH OWN CHILDREN UNDER 18 YEARS (12)|  NONFAMILY HOUSEHOLDS (13)|    HOUSEHOLDER LIVING ALONE (14)|       65 YEARS AND OVER (15)|  HOUSEHOLDS WITH ONE OR MORE PEOPLE UNDER 18 YEARS (16)|  HOUSEHOLDS WITH ONE OR MORE PEOPLE 65 YEARS AND OVER (17)|  AVERAGE HOUSEHOLD SIZE (18)|  AVERAGE FAMILY SIZE (19)|***RELATIONSHIP (20)|POPULATION IN HOUSEHOLDS (21)|  HOUSEHOLDER (22)|  SPOUSE (23)|  CHILD (24)|  OTHER RELATIVES (25)|  NONRELATIVES (26)|  NONRELATIVES - UNMARRIED PARTNER (27)|***MARITAL STATUS (28)|MALES 15 YEARS AND OVER (29)|  NEVER MARRIED (30)|  NOW MARRIED, EXCEPT SEPARATED (31)|  SEPARATED (32)|  WIDOWED (33)|  DIVORCED (34)|FEMALES 15 YEARS AND OVER (35)|  NEVER MARRIED (36)|  NOW MARRIED, EXCEPT SEPARATED (37)|  SEPARATED (38)|  WIDOWED (39)|  DIVORCED (40)|***GRANDPARENTS (41)|  NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS (42)|  RESPONSIBLE FOR GRANDCHILDREN (43)|      LESS THAN 1 YEAR (44)|      1 OR 2 YEARS (45)|      3 OR 4 YEARS (46)|      5 OR MORE YEARS (47)|NUMBER OF GRANDPARENTS RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS (48)|  WHO ARE FEMALE (49)|  WHO ARE MARRIED (50)|***SCHOOL ENROLLMENT (51)|POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL (52)|  NURSERY SCHOOL, PRESCHOOL (53)|  KINDERGARTEN (54)|  ELEMENTARY SCHOOL (GRADES 1-8) (55)|  HIGH SCHOOL (GRADES 9-12) (56)|  COLLEGE OR GRADUATE SCHOOL (57)|***EDUCATIONAL ATTAINMENT (58)|POPULATION 25 YEARS AND OVER (59)|  LESS THAN 9TH GRADE (60)|  9TH TO 12TH GRADE, NO DIPLOMA (61)|  HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY) (62)|  SOME COLLEGE, NO DEGREE (63)|  ASSOCIATE'S DEGREE (64)|  BACHELOR'S DEGREE (65)|  GRADUATE OR PROFESSIONAL DEGREE (66)|  PERCENT HIGH SCHOOL GRADUATE OR HIGHER (67)|  PERCENT BACHELOR'S DEGREE OR HIGHER (68)|***VETERAN STATUS (69)|CIVILIAN POPULATION 18 YEARS AND OVER (70)|  CIVILIAN VETERANS (71)|***RESIDENCE 1 YEAR AGO (72)|POPULATION 1 YEAR AND OVER (73)|  SAME HOUSE (74)|  DIFFERENT HOUSE IN THE U.S. (75)|    SAME COUNTY (76)|    DIFFERENT COUNTY (77)|      SAME STATE (78)|      DIFFERENT STATE (79)|  ABROAD (80)|***PLACE OF BIRTH (81)|TOTAL POPULATION (82)|  NATIVE (83)|    BORN IN UNITED STATES (84)|      STATE OF RESIDENCE (85)|      DIFFERENT STATE (86)|    BORN IN PUERTO RICO, U.S. ISLAND AREAS, OR BORN ABROAD TO AMERICAN PARENT(S) (87)|  FOREIGN BORN (88)|***U.S. CITIZENSHIP STATUS (89)|FOREIGN-BORN POPULATION (90)|  NATURALIZED U.S. CITIZEN (91)|  NOT A U.S. CITIZEN (92)|***YEAR OF ENTRY (93)|POPULATION BORN OUTSIDE THE U.S. (94)|  NATIVE (95)|    ENTERED 2010 OR LATER (96)|    ENTERED BEFORE 2010 (97)|  FOREIGN BORN (98)|    ENTERED 2010 OR LATER (99)|    ENTERED BEFORE 2010 (100)|***WORLD REGION OF BIRTH OF FOREIGN BORN (101)|FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA (102)|  EUROPE (103)|  ASIA (104)|  AFRICA (105)|  OCEANIA (106)|  LATIN AMERICA (107)|  NORTHERN AMERICA (108)|***LANGUAGE SPOKEN AT HOME (109)|POPULATION 5 YEARS AND OVER (110)|  ENGLISH ONLY (111)|  LANGUAGE OTHER THAN ENGLISH (112)|      SPEAK ENGLISH LESS THAN "VERY WELL" (113)|    SPANISH (114)|      SPEAK ENGLISH LESS THAN "VERY WELL" (115)|    OTHER INDO-EUROPEAN LANGUAGES (116)|      SPEAK ENGLISH LESS THAN "VERY WELL" (117)|    ASIAN AND PACIFIC ISLANDER LANGUAGES (118)|      SPEAK ENGLISH LESS THAN "VERY WELL" (119)|    OTHER LANGUAGES (120)|      SPEAK ENGLISH LESS THAN "VERY WELL" (121)|***ANCESTRY (122)|TOTAL POPULATION (123)|  AMERICAN (124)|  ARAB (125)|  CZECH (126)|  DANISH (127)|  DUTCH (128)|  ENGLISH (129)|  FRENCH (EXCEPT BASQUE) (130)|  FRENCH CANADIAN (131)|  GERMAN (132)|  GREEK (133)|  HUNGARIAN (134)|  IRISH (135)|  ITALIAN (136)|  LITHUANIAN (137)|  NORWEGIAN (138)|  POLISH (139)|  PORTUGUESE (140)|  RUSSIAN (141)|  SCOTCH-IRISH (142)|  SCOTTISH (143)|  SLOVAK (144)|  SUBSAHARAN AFRICAN (145)|  SWISS (146)|  UKRAINIAN (147)|  WELSH (148)|  WEST INDIAN (EXCLUDING HISPANIC ORIGIN GROUPS) (149)
DATA|QN06|Jamaica Estates-Holliswood|***HOUSEHOLD BY TYPE|9,489|6,527|2,543|4,638|2,079|482|49|1,407|415|2,962|2,634|991|2,789|3,004|2.6|3.1|***RELATIONSHIP|24,337|9,489|4,646|6,739|2,636|827|283|***MARITAL STATUS|9,207|2,929|5,241|233|166|638|12,216|3,868|5,455|358|1,202|1,333|***GRANDPARENTS|613|72|9|11|3|49|72|46|72|***SCHOOL ENROLLMENT|6,291|306|212|1,900|1,208|2,665|***EDUCATIONAL ATTAINMENT|18,440|1,183|1,053|3,557|3,043|1,169|4,598|3,837|-|-|***VETERAN STATUS|20,624|697|***RESIDENCE 1 YEAR AGO|24,803|22,894|1,751|1,324|427|156|271|158|***PLACE OF BIRTH|25,067|13,128|12,638|10,644|1,994|490|11,939|***U.S. CITIZENSHIP STATUS|11,939|8,687|3,252|***YEAR OF ENTRY|12,429|490|0|490|11,939|40|11,899|***WORLD REGION OF BIRTH OF FOREIGN BORN|11,939|1,005|5,111|208|13|5,518|84|***LANGUAGE SPOKEN AT HOME|23,855|11,396|12,459|4,242|3,388|1,451|5,180|1,716|2,934|856|957|219|***ANCESTRY|25,067|803|146|62|0|8|300|164|7|472|209|306|819|834|21|52|594|134|852|22|24|30|481|13|9|12|3,283
DATA|QN35|Briarwood-Jamaica Hills|***HOUSEHOLD BY TYPE|13,557|8,868|3,623|6,407|2,871|949|175|1,512|577|4,689|3,979|790|4,121|3,047|2.7|3.4|***RELATIONSHIP|37,240|13,557|6,381|10,419|4,863|2,020|567|***MARITAL STATUS|16,328|6,588|8,131|322|368|919|16,543|5,456|7,840|411|1,506|1,330|***GRANDPARENTS|1,572|320|28|35|51|206|320|204|276|***SCHOOL ENROLLMENT|9,090|371|566|2,374|1,842|3,937|***EDUCATIONAL ATTAINMENT|27,709|2,570|2,155|6,100|3,191|2,420|7,481|3,792|-|-|***VETERAN STATUS|31,437|841|***RESIDENCE 1 YEAR AGO|37,879|33,172|4,141|2,937|1,204|562|642|566|***PLACE OF BIRTH|38,449|17,271|16,402|14,727|1,675|869|21,178|***U.S. CITIZENSHIP STATUS|21,178|12,220|8,958|***YEAR OF ENTRY|22,047|869|97|772|21,178|747|20,431|***WORLD REGION OF BIRTH OF FOREIGN BORN|21,178|1,815|10,803|320|12|8,196|32|***LANGUAGE SPOKEN AT HOME|36,046|12,635|23,411|10,535|8,211|3,768|11,027|5,213|3,257|1,214|916|340|***ANCESTRY|38,449|1,352|611|43|8|52|204|393|19|790|608|217|705|937|16|5|668|142|1,403|17|97|0|392|45|149|5|2,212
DATA|QN37|Kew Gardens Hills|***HOUSEHOLD BY TYPE|13,265|8,688|3,590|6,640|3,011|524|84|1,524|495|4,577|3,967|1,459|3,950|3,771|2.7|3.4|***RELATIONSHIP|35,889|13,265|6,630|11,687|2,934|1,373|269|***MARITAL STATUS|13,640|4,970|7,400|183|410|677|15,249|4,325|7,410|371|1,758|1,385|***GRANDPARENTS|987|278|52|116|47|63|278|148|224|***SCHOOL ENROLLMENT|10,901|821|599|3,680|1,447|4,354|***EDUCATIONAL ATTAINMENT|24,106|1,285|1,315|5,110|3,698|1,936|6,303|4,459|-|-|***VETERAN STATUS|27,855|818|***RESIDENCE 1 YEAR AGO|35,875|32,858|2,563|1,644|919|522|397|454|***PLACE OF BIRTH|36,683|22,795|21,906|19,446|2,460|889|13,888|***U.S. CITIZENSHIP STATUS|13,888|9,763|4,125|***YEAR OF ENTRY|14,777|889|0|889|13,888|155|13,733|***WORLD REGION OF BIRTH OF FOREIGN BORN|13,888|2,429|8,546|452|2|2,358|101|***LANGUAGE SPOKEN AT HOME|33,588|15,838|17,750|6,686|3,628|1,005|6,373|2,371|4,882|2,838|2,867|472|***ANCESTRY|36,683|3,339|663|24|21|98|330|137|0|955|138|321|941|936|85|35|1,448|22|2,789|24|11|22|214|25|58|68|780
DATA|QN38|Pomonok-Flushing Heights-Hillcrest|***HOUSEHOLD BY TYPE|11,797|8,200|3,597|5,752|2,523|616|159|1,832|915|3,597|3,156|1,344|3,982|3,480|2.7|3.3|***RELATIONSHIP|31,843|11,797|5,761|10,068|3,065|1,152|394|***MARITAL STATUS|13,213|5,019|6,813|276|354|751|14,542|4,575|6,840|475|1,368|1,284|***GRANDPARENTS|1,136|245|72|141|0|32|245|200|141|***SCHOOL ENROLLMENT|10,378|518|336|3,122|1,637|4,765|***EDUCATIONAL ATTAINMENT|21,744|1,620|1,900|5,284|3,752|2,055|4,663|2,470|-|-|***VETERAN STATUS|26,404|1,155|***RESIDENCE 1 YEAR AGO|33,064|28,682|3,800|2,209|1,591|551|1,040|582|***PLACE OF BIRTH|33,532|19,641|18,792|16,535|2,257|849|13,891|***U.S. CITIZENSHIP STATUS|13,891|8,346|5,545|***YEAR OF ENTRY|14,740|849|41|808|13,891|298|13,593|***WORLD REGION OF BIRTH OF FOREIGN BORN|13,891|1,813|9,200|165|0|2,591|122|***LANGUAGE SPOKEN AT HOME|31,590|13,444|18,146|8,707|4,686|1,375|4,755|1,946|8,050|5,237|655|149|***ANCESTRY|33,532|662|324|9|0|67|420|182|52|1,011|608|174|1,287|2,249|55|7|1,390|93|2,558|38|41|32|350|22|270|5|941
DATA|QN41|Fresh Meadows-Utopia|***HOUSEHOLD BY TYPE|6,582|4,527|2,079|3,646|1,760|307|112|574|207|2,055|1,757|736|2,190|1,951|2.8|3.4|***RELATIONSHIP|18,156|6,582|3,659|5,983|1,353|579|295|***MARITAL STATUS|6,880|2,095|4,130|173|127|355|7,786|2,263|4,002|121|842|558|***GRANDPARENTS|455|28|9|12|0|7|28|21|28|***SCHOOL ENROLLMENT|4,790|289|216|1,775|884|1,626|***EDUCATIONAL ATTAINMENT|12,557|617|656|2,170|1,911|1,293|3,807|2,103|-|-|***VETERAN STATUS|14,093|530|***RESIDENCE 1 YEAR AGO|17,941|15,817|1,807|1,271|536|366|170|317|***PLACE OF BIRTH|18,177|8,556|8,208|7,645|563|348|9,621|***U.S. CITIZENSHIP STATUS|9,621|5,498|4,123|***YEAR OF ENTRY|9,969|348|20|328|9,621|55|9,566|***WORLD REGION OF BIRTH OF FOREIGN BORN|9,621|721|7,350|81|0|1,406|63|***LANGUAGE SPOKEN AT HOME|16,961|5,639|11,322|4,605|1,747|294|3,174|775|6,093|3,498|308|38|***ANCESTRY|18,177|324|153|11|0|40|65|87|17|523|100|22|498|850|16|24|465|11|641|0|12|9|66|32|169|5|310
DATA|QN53|Woodhaven|***HOUSEHOLD BY TYPE|17,140|13,620|7,219|8,855|4,881|1,412|546|3,353|1,792|3,520|2,689|1,010|8,181|3,675|3.5|3.9|***RELATIONSHIP|59,486|17,140|8,846|21,182|9,101|3,217|1,261|***MARITAL STATUS|22,606|9,240|11,144|354|349|1,519|24,503|8,318|11,270|653|1,910|2,352|***GRANDPARENTS|2,624|631|83|126|181|241|631|429|339|***SCHOOL ENROLLMENT|16,256|952|820|6,260|3,959|4,265|***EDUCATIONAL ATTAINMENT|37,628|4,305|4,653|11,355|6,392|2,885|5,466|2,572|-|-|***VETERAN STATUS|44,120|1,392|***RESIDENCE 1 YEAR AGO|58,631|51,215|6,609|4,153|2,456|2,086|370|807|***PLACE OF BIRTH|59,550|32,681|29,852|28,720|1,132|2,829|26,869|***U.S. CITIZENSHIP STATUS|26,869|14,758|12,111|***YEAR OF ENTRY|29,698|2,829|214|2,615|26,869|649|26,220|***WORLD REGION OF BIRTH OF FOREIGN BORN|26,869|2,164|8,273|286|0|16,078|68|***LANGUAGE SPOKEN AT HOME|54,977|18,454|36,523|15,067|24,371|9,399|6,655|2,645|4,846|2,717|651|306|***ANCESTRY|59,550|665|769|65|19|92|403|147|43|1,514|132|217|2,421|3,323|232|68|1,606|8|274|8|58|22|273|5|162|30|1,226
DATA|QN54|Richmond Hill|***HOUSEHOLD BY TYPE|17,535|14,549|7,300|9,790|5,313|1,766|508|2,993|1,479|2,986|2,330|724|8,423|3,734|3.7|4.0|***RELATIONSHIP|64,774|17,535|9,785|22,323|11,957|3,174|834|***MARITAL STATUS|26,208|10,245|13,396|642|404|1,521|26,225|8,282|12,912|811|2,017|2,203|***GRANDPARENTS|2,864|807|149|135|147|376|807|497|583|***SCHOOL ENROLLMENT|19,251|771|1,076|7,111|4,525|5,768|***EDUCATIONAL ATTAINMENT|41,963|5,653|5,616|14,118|5,070|2,685|6,357|2,464|-|-|***VETERAN STATUS|49,106|1,315|***RESIDENCE 1 YEAR AGO|64,500|58,842|4,977|3,815|1,162|507|655|681|***PLACE OF BIRTH|65,199|27,696|25,382|23,585|1,797|2,314|37,503|***U.S. CITIZENSHIP STATUS|37,503|20,343|17,160|***YEAR OF ENTRY|39,817|2,314|109|2,205|37,503|714|36,789|***WORLD REGION OF BIRTH OF FOREIGN BORN|37,503|1,184|10,145|339|27|25,735|73|***LANGUAGE SPOKEN AT HOME|61,491|28,798|32,693|14,518|18,477|8,716|11,023|4,474|2,644|1,220|549|108|***ANCESTRY|65,199|716|196|10|0|14|191|147|53|1,210|91|25|1,711|2,173|96|5|584|66|354|21|68|5|414|12|54|9|3,717
DATA|QN60|Kew Gardens|***HOUSEHOLD BY TYPE|9,997|5,445|2,019|4,111|1,498|471|213|863|308|4,552|3,884|1,245|2,166|2,464|2.3|3.1|***RELATIONSHIP|22,796|9,997|4,120|6,189|1,327|1,163|465|***MARITAL STATUS|9,532|3,663|4,861|106|137|765|10,189|3,462|4,559|430|1,073|665|***GRANDPARENTS|586|39|13|0|0|26|39|29|21|***SCHOOL ENROLLMENT|4,964|355|113|1,442|952|2,102|***EDUCATIONAL ATTAINMENT|17,087|1,024|1,005|3,276|2,500|1,357|4,244|3,681|-|-|***VETERAN STATUS|19,191|348|***RESIDENCE 1 YEAR AGO|22,644|20,263|2,179|1,403|776|561|215|202|***PLACE OF BIRTH|22,878|13,130|12,254|10,376|1,878|876|9,748|***U.S. CITIZENSHIP STATUS|9,748|6,306|3,442|***YEAR OF ENTRY|10,624|876|4|872|9,748|70|9,678|***WORLD REGION OF BIRTH OF FOREIGN BORN|9,748|2,141|3,422|274|10|3,824|77|***LANGUAGE SPOKEN AT HOME|21,529|8,936|12,593|5,027|5,382|2,035|5,222|2,183|1,142|592|847|217|***ANCESTRY|22,878|1,681|644|40|7|24|319|213|0|1,069|193|146|1,221|1,001|69|10|912|23|1,421|65|163|43|212|0|236|0|570
DATA|QN55|South Ozone Park|***HOUSEHOLD BY TYPE|22,031|18,347|8,159|12,131|6,168|2,219|615|3,997|1,376|3,684|2,904|976|10,019|5,613|3.6|3.9|***RELATIONSHIP|79,836|22,031|12,179|27,395|14,503|3,728|1,195|***MARITAL STATUS|31,788|12,999|15,664|859|516|1,750|33,830|11,539|15,112|1,431|2,680|3,068|***GRANDPARENTS|4,130|1,112|181|128|159|644|1,112|709|784|***SCHOOL ENROLLMENT|20,888|976|816|8,004|4,804|6,288|***EDUCATIONAL ATTAINMENT|52,757|7,375|6,384|19,172|7,573|3,242|6,729|2,282|-|-|***VETERAN STATUS|62,202|1,587|***RESIDENCE 1 YEAR AGO|79,018|72,581|5,949|4,239|1,710|1,339|371|488|***PLACE OF BIRTH|80,046|33,207|31,039|28,338|2,701|2,168|46,839|***U.S. CITIZENSHIP STATUS|46,839|27,587|19,252|***YEAR OF ENTRY|49,007|2,168|55|2,113|46,839|772|46,067|***WORLD REGION OF BIRTH OF FOREIGN BORN|46,839|828|5,650|314|2|39,974|71|***LANGUAGE SPOKEN AT HOME|75,530|51,255|24,275|9,685|15,248|6,227|6,636|2,508|1,894|861|497|89|***ANCESTRY|80,046|650|532|22|29|114|268|176|0|638|72|93|761|2,424|60|35|223|134|178|21|58|0|392|0|70|0|10,181
DATA|QN56|Ozone Park|***HOUSEHOLD BY TYPE|6,837|5,334|2,884|3,646|1,977|474|141|1,214|766|1,503|1,240|417|3,078|1,656|3.2|3.7|***RELATIONSHIP|22,128|6,837|3,632|7,847|2,661|1,151|299|***MARITAL STATUS|8,726|3,119|4,538|168|145|756|8,975|2,601|4,349|283|766|976|***GRANDPARENTS|777|159|43|31|0|85|159|73|150|***SCHOOL ENROLLMENT|5,551|246|251|2,186|1,208|1,660|***EDUCATIONAL ATTAINMENT|14,481|1,512|1,361|5,216|2,505|1,101|1,867|919|-|-|***VETERAN STATUS|16,732|815|***RESIDENCE 1 YEAR AGO|21,870|19,569|2,258|1,438|820|597|223|43|***PLACE OF BIRTH|22,136|13,415|12,848|11,986|862|567|8,721|***U.S. CITIZENSHIP STATUS|8,721|5,228|3,493|***YEAR OF ENTRY|9,288|567|30|537|8,721|155|8,566|***WORLD REGION OF BIRTH OF FOREIGN BORN|8,721|751|2,474|130|0|5,366|0|***LANGUAGE SPOKEN AT HOME|20,479|9,595|10,884|3,964|6,621|2,227|2,921|1,181|1,234|509|108|47|***ANCESTRY|22,136|323|254|35|0|48|88|88|9|1,021|76|86|1,551|3,985|140|45|480|91|129|0|82|0|20|22|25|0|432
DATA|QN57|Lindenwood-Howard Beach|***HOUSEHOLD BY TYPE|11,261|7,739|2,673|5,833|2,187|578|251|1,328|235|3,522|3,095|1,680|3,011|4,662|2.6|3.1|***RELATIONSHIP|28,728|11,261|5,818|8,439|2,302|908|567|***MARITAL STATUS|10,838|3,252|6,344|178|373|691|13,417|3,349|6,460|262|2,017|1,329|***GRANDPARENTS|636|108|26|27|14|41|108|85|23|***SCHOOL ENROLLMENT|5,921|437|332|2,530|1,052|1,570|***EDUCATIONAL ATTAINMENT|21,471|1,380|2,341|7,832|3,417|1,564|3,129|1,808|-|-|***VETERAN STATUS|23,461|1,870|***RESIDENCE 1 YEAR AGO|28,511|26,632|1,879|1,363|516|416|100|0|***PLACE OF BIRTH|28,769|23,884|22,543|21,527|1,016|1,341|4,885|***U.S. CITIZENSHIP STATUS|4,885|3,443|1,442|***YEAR OF ENTRY|6,226|1,341|0|1,341|4,885|33|4,852|***WORLD REGION OF BIRTH OF FOREIGN BORN|4,885|2,217|711|114|0|1,826|17|***LANGUAGE SPOKEN AT HOME|27,392|19,797|7,595|2,701|3,505|1,288|3,766|1,359|248|54|76|0|***ANCESTRY|28,769|1,178|83|23|28|20|312|143|0|1,996|203|180|3,513|11,036|27|37|1,291|49|810|13|14|0|31|51|47|0|93
DATA|QN42|Oakland Gardens|***HOUSEHOLD BY TYPE|11,235|7,422|3,322|5,987|2,748|369|178|1,066|396|3,813|3,427|1,318|3,420|3,368|2.5|3.2|***RELATIONSHIP|28,045|11,235|6,009|8,713|1,505|583|348|***MARITAL STATUS|10,878|3,234|6,496|107|348|693|12,288|2,971|6,627|163|1,395|1,132|***GRANDPARENTS|520|30|0|0|22|8|30|15|30|***SCHOOL ENROLLMENT|6,484|583|369|2,456|1,327|1,749|***EDUCATIONAL ATTAINMENT|20,624|921|753|4,830|3,491|1,341|5,364|3,924|-|-|***VETERAN STATUS|22,299|1,154|***RESIDENCE 1 YEAR AGO|27,804|24,957|2,580|1,669|911|532|379|267|***PLACE OF BIRTH|28,097|16,137|15,767|14,643|1,124|370|11,960|***U.S. CITIZENSHIP STATUS|11,960|8,562|3,398|***YEAR OF ENTRY|12,330|370|19|351|11,960|156|11,804|***WORLD REGION OF BIRTH OF FOREIGN BORN|11,960|1,608|8,974|195|0|1,175|8|***LANGUAGE SPOKEN AT HOME|26,335|10,921|15,414|6,987|1,481|414|3,133|811|10,063|5,635|737|127|***ANCESTRY|28,097|749|409|122|15|142|311|113|81|999|687|276|1,616|2,718|98|39|1,420|12|1,457|11|74|23|81|30|96|15|344
DATA|QN45|Douglas Manor-Douglaston-Little Neck|***HOUSEHOLD BY TYPE|9,677|6,711|2,655|5,647|2,397|438|66|626|192|2,966|2,658|1,208|2,941|3,394|2.6|3.2|***RELATIONSHIP|25,451|9,677|5,687|7,494|1,827|766|258|***MARITAL STATUS|10,358|3,164|6,240|135|261|558|11,346|2,853|6,417|139|1,025|912|***GRANDPARENTS|575|116|0|16|69|31|116|33|67|***SCHOOL ENROLLMENT|5,960|484|217|2,204|1,229|1,826|***EDUCATIONAL ATTAINMENT|18,952|890|670|3,434|3,025|931|6,073|3,929|-|-|***VETERAN STATUS|20,614|1,175|***RESIDENCE 1 YEAR AGO|25,335|23,101|2,127|1,314|813|565|248|107|***PLACE OF BIRTH|25,619|15,802|15,477|14,540|937|325|9,817|***U.S. CITIZENSHIP STATUS|9,817|6,513|3,304|***YEAR OF ENTRY|10,142|325|0|325|9,817|30|9,787|***WORLD REGION OF BIRTH OF FOREIGN BORN|9,817|1,180|6,645|335|0|1,526|131|***LANGUAGE SPOKEN AT HOME|24,357|11,058|13,299|6,315|2,083|940|3,442|950|7,582|4,319|192|106|***ANCESTRY|25,619|551|105|107|0|21|771|266|0|1,544|1,429|188|2,833|3,607|115|15|1,054|10|1,446|38|106|165|289|77|223|19|316
DATA|QN46|Bayside-Bayside Hills|***HOUSEHOLD BY TYPE|16,043|11,539|4,496|9,242|3,903|623|151|1,674|442|4,504|3,754|1,429|4,950|4,841|2.8|3.4|***RELATIONSHIP|44,859|16,043|9,267|13,992|4,019|1,538|687|***MARITAL STATUS|18,087|6,204|10,180|304|419|980|20,341|6,092|10,396|434|2,166|1,253|***GRANDPARENTS|1,008|190|45|18|104|23|190|99|128|***SCHOOL ENROLLMENT|10,590|724|360|3,846|2,493|3,167|***EDUCATIONAL ATTAINMENT|33,296|2,420|1,900|7,826|5,227|2,222|8,641|5,060|-|-|***VETERAN STATUS|36,794|1,553|***RESIDENCE 1 YEAR AGO|45,066|40,832|3,863|2,712|1,151|691|460|371|***PLACE OF BIRTH|45,522|27,018|26,408|24,282|2,126|610|18,504|***U.S. CITIZENSHIP STATUS|18,504|12,452|6,052|***YEAR OF ENTRY|19,114|610|50|560|18,504|395|18,109|***WORLD REGION OF BIRTH OF FOREIGN BORN|18,504|3,099|12,003|136|24|3,161|81|***LANGUAGE SPOKEN AT HOME|43,265|18,760|24,505|11,541|4,519|1,539|6,303|1,927|13,486|8,050|197|25|***ANCESTRY|45,522|891|253|158|21|161|919|685|8|2,696|3,002|312|4,793|6,767|148|10|1,461|49|1,136|42|240|49|33|47|269|225|246
DATA|QN48|Auburndale|***HOUSEHOLD BY TYPE|7,182|5,510|2,180|4,318|1,764|275|55|917|361|1,672|1,401|791|2,390|2,410|2.9|3.3|***RELATIONSHIP|20,639|7,182|4,345|6,477|1,950|685|187|***MARITAL STATUS|8,273|2,748|4,965|20|266|274|9,167|2,388|5,061|79|981|658|***GRANDPARENTS|527|51|0|40|0|11|51|40|28|***SCHOOL ENROLLMENT|4,801|402|158|1,374|1,059|1,808|***EDUCATIONAL ATTAINMENT|14,999|1,059|1,268|3,634|2,343|1,016|3,156|2,523|-|-|***VETERAN STATUS|16,713|908|***RESIDENCE 1 YEAR AGO|20,483|18,656|1,723|1,446|277|162|115|104|***PLACE OF BIRTH|20,684|10,765|10,362|9,483|879|403|9,919|***U.S. CITIZENSHIP STATUS|9,919|6,524|3,395|***YEAR OF ENTRY|10,322|403|26|377|9,919|171|9,748|***WORLD REGION OF BIRTH OF FOREIGN BORN|9,919|2,008|6,558|14|25|1,254|60|***LANGUAGE SPOKEN AT HOME|19,239|6,022|13,217|6,087|1,964|547|4,021|1,374|7,199|4,163|33|3|***ANCESTRY|20,684|303|6|92|6|15|232|137|22|642|1,952|136|1,569|2,945|32|54|305|48|359|19|31|83|49|34|68|24|102
DATA|QN01|South Jamaica|***HOUSEHOLD BY TYPE|11,627|8,478|4,020|3,488|1,661|891|387|4,099|1,972|3,149|2,544|1,289|5,184|3,388|3.2|3.7|***RELATIONSHIP|36,806|11,627|3,493|13,991|5,379|2,316|817|***MARITAL STATUS|12,681|6,408|4,692|497|293|791|16,137|7,204|4,470|914|1,756|1,793|***GRANDPARENTS|1,689|631|135|34|79|383|631|459|353|***SCHOOL ENROLLMENT|11,207|671|493|4,536|2,465|3,042|***EDUCATIONAL ATTAINMENT|22,828|2,499|3,161|7,032|4,457|1,768|2,824|1,087|-|-|***VETERAN STATUS|26,896|1,146|***RESIDENCE 1 YEAR AGO|36,303|32,070|4,036|2,318|1,718|1,239|479|197|***PLACE OF BIRTH|36,864|24,409|23,517|19,465|4,052|892|12,455|***U.S. CITIZENSHIP STATUS|12,455|6,712|5,743|***YEAR OF ENTRY|13,347|892|0|892|12,455|443|12,012|***WORLD REGION OF BIRTH OF FOREIGN BORN|12,455|23|1,121|516|0|10,767|28|***LANGUAGE SPOKEN AT HOME|34,212|26,789|7,423|3,880|4,464|2,309|2,240|1,197|361|279|358|95|***ANCESTRY|36,864|1,213|12|0|4|89|160|15|11|35|3|11|258|184|0|0|5|0|0|0|30|12|888|0|0|0|7,136
DATA|QN02|Springfield Gardens North|***HOUSEHOLD BY TYPE|9,939|6,309|2,610|2,514|1,122|914|277|2,881|1,211|3,630|3,419|1,427|3,451|3,343|2.7|3.4|***RELATIONSHIP|26,611|9,939|2,526|8,466|4,387|1,293|469|***MARITAL STATUS|8,954|4,391|3,046|252|465|800|12,846|5,667|3,190|715|1,607|1,667|***GRANDPARENTS|1,345|516|34|0|62|420|516|417|242|***SCHOOL ENROLLMENT|7,914|595|241|2,997|1,742|2,339|***EDUCATIONAL ATTAINMENT|18,336|1,137|1,717|5,224|5,191|1,485|2,525|1,057|-|-|***VETERAN STATUS|20,608|1,144|***RESIDENCE 1 YEAR AGO|26,781|23,696|2,649|1,758|891|428|463|436|***PLACE OF BIRTH|26,959|19,184|18,805|15,333|3,472|379|7,775|***U.S. CITIZENSHIP STATUS|7,775|4,691|3,084|***YEAR OF ENTRY|8,154|379|0|379|7,775|493|7,282|***WORLD REGION OF BIRTH OF FOREIGN BORN|7,775|91|133|527|0|6,944|80|***LANGUAGE SPOKEN AT HOME|25,494|21,728|3,766|1,524|1,343|599|1,715|592|232|82|476|251|***ANCESTRY|26,959|613|147|0|0|25|93|55|0|34|0|0|75|129|9|18|168|0|9|0|14|0|1,083|0|0|0|7,172
