DESC (0)|NTACODE (1)|NTANAME (2)|***EMPLOYMENT STATUS (3)|POPULATION 16 YEARS AND OVER (4)|   IN LABOR FORCE (5)|       CIVILIAN LABOR FORCE (6)|          EMPLOYED (7)|          UNEMPLOYED (8)|       ARMED FORCES (9)|   NOT IN LABOR FORCE (10)|CIVILIAN LABOR FORCE (11)|   UNEMPLOYMENT RATE (12)|FEMALES 16 YEARS AND OVER (13)|   IN LABOR FORCE (14)|      CIVILIAN LABOR FORCE (15)|        EMPLOYED (16)|OWN CHILDREN UNDER 6 YEARS (17)|      ALL PARENTS IN FAMILY IN LABOR FORCE (18)|OWN CHILDREN 6 TO 17 YEARS (19)|      ALL PARENTS IN FAMILY IN LABOR FORCE (20)|***OCCUPATION (21)|CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (22)|   MANAGEMENT, BUSINESS, SCIENCE, AND ARTS OCCUPATIONS (23)|   SERVICE OCCUPATIONS (24)|   SALES AND OFFICE OCCUPATIONS (25)|   NATURAL RESOURCES, CONSTRUCTION, AND MAINTENANCE OCCUPATIONS (26)|   PRODUCTION, TRANSPORTATION, AND MATERIAL MOVING OCCUPATIONS (27)|***INDUSTRY (28)|CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (29)|   AGRICULTURE, FORESTRY, FISHING, HUNTING, AND MINING (30)|   CONSTRUCTION (31)|   MANUFACTURING (32)|   WHOLESALE TRADE (33)|   RETAIL TRADE (34)|   TRANSPORTATION AND WAREHOUSING, AND UTILITIES (35)|   INFORMATION (36)|   FINANCE AND INSURANCE, AND REAL ESTATE AND RENTAL AND LEASING (37)|   PROFESSIONAL, SCIENTIFIC, AND MANAGEMENT, AND ADMINISTRATIVE AND WASTE MANAGEMENT SERVICES (38)|   EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE (39)|   ARTS, ENTERTAINMENT, AND RECREATION, AND ACCOMMODATION AND FOOD SERVICES (40)|   OTHER SERVICES, EXCEPT PUBLIC ADMINISTRATION (41)|   PUBLIC ADMINISTRATION (42)|***CLASS OF WORKER (43)|CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (44)|   PRIVATE WAGE AND SALARY WORKERS (45)|   GOVERNMENT WORKERS (46)|   SELF-EMPLOYED IN OWN NOT INCORPORATED BUSINESS WORKERS (47)|   UNPAID FAMILY WORKERS (48)|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) (49)|TOTAL HOUSEHOLDS (50)|   LESS THAN $10,000 (51)|   $10,000 TO $14,999 (52)|   $15,000 TO $24,999 (53)|   $25,000 TO $34,999 (54)|   $35,000 TO $49,999 (55)|   $50,000 TO $74,999 (56)|   $75,000 TO $99,999 (57)|   $100,000 TO $149,999 (58)|   $150,000 TO $199,999 (59)|   $200,000 OR MORE (60)|   WITH EARNINGS (61)|   WITH SOCIAL SECURITY (62)|   WITH RETIREMENT INCOME (63)|   WITH SUPPLEMENTAL SECURITY INCOME (64)|   WITH CASH PUBLIC ASSISTANCE INCOME (65)|   WITH FOOD STAMP/SNAP BNFTS IN THE PAST 12 MO (66)|FAMILIES (67)|   LESS THAN $10,000 (68)|   $10,000 TO $14,999 (69)|   $15,000 TO $24,999 (70)|   $25,000 TO $34,999 (71)|   $35,000 TO $49,999 (72)|   $50,000 TO $74,999 (73)|   $75,000 TO $99,999 (74)|   $100,000 TO $149,999 (75)|   $150,000 TO $199,999 (76)|   $200,000 OR MORE (77)|NONFAMILY HOUSEHOLDS (78)|***HEALTH INSURANCE COVERAGE (79)|CIVILIAN NONINSTITUTIONALIZED POPULATION (80)|   WITH HEALTH INSURANCE COVERAGE (81)|      WITH PRIVATE HEALTH INSURANCE (82)|      WITH PUBLIC COVERAGE (83)|   NO HEALTH INSURANCE COVERAGE (84)|CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 18 YEARS (85)|   NO HEALTH INSURANCE COVERAGE (86)|CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS (87)|   IN LABOR FORCE: (88)|      EMPLOYED: (89)|         WITH HEALTH INSURANCE COVERAGE (90)|            WITH PRIVATE HEALTH INSURANCE (91)|            WITH PUBLIC COVERAGE (92)|         NO HEALTH INSURANCE COVERAGE (93)|      UNEMPLOYED: (94)|         WITH HEALTH INSURANCE COVERAGE (95)|           WITH PRIVATE HEALTH INSURANCE (96)|           WITH PUBLIC COVERAGE (97)|         NO HEALTH INSURANCE COVERAGE (98)|    NOT IN LABOR FORCE: (99)|        WITH HEALTH INSURANCE COVERAGE (100)|          WITH PRIVATE HEALTH INSURANCE (101)|          WITH PUBLIC COVERAGE (102)|        NO HEALTH INSURANCE COVERAGE (103)
DATA|BK91|East Flatbush-Farragut|***EMPLOYMENT STATUS|42,732|28,170|28,170|25,115|3,055|0|14,562|28,170||24,176|15,559|15,559|14,185|3,558|2,663|6,933|5,726|***OCCUPATION|25,115|6,771|8,409|5,944|1,769|2,222|***INDUSTRY|25,115|19|945|503|298|2,026|2,146|547|2,005|2,257|10,132|1,150|1,678|1,409|***CLASS OF WORKER|25,115|18,305|5,651|1,159|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|18,217|1,456|751|2,088|1,638|2,836|3,265|2,316|2,530|1,014|323|14,835|5,081|2,848|926|580|2,823|12,779|640|313|988|1,081|1,973|2,410|1,955|2,302|836|281|5,438|***HEALTH INSURANCE COVERAGE|52,647|45,686|31,517|18,395|6,961|11,427|471|34,351|26,743|23,949|20,497|17,722|3,141|3,452|2,794|1,625|780|882|1,169|7,608|5,840|2,969|3,272|1,768
DATA|BK95|Erasmus|***EMPLOYMENT STATUS|23,482|15,438|15,409|13,293|2,116|29|8,044|15,409||13,231|8,577|8,548|7,570|2,324|1,696|4,448|3,554|***OCCUPATION|13,293|2,919|5,072|2,782|1,344|1,176|***INDUSTRY|13,293|0|1,070|328|104|1,399|979|169|666|1,458|4,825|713|938|644|***CLASS OF WORKER|13,293|9,895|2,595|803|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|10,222|1,152|724|1,448|1,324|1,239|2,125|910|863|262|175|8,309|2,091|1,116|577|457|2,549|6,973|506|439|1,000|996|729|1,549|730|671|191|162|3,249|***HEALTH INSURANCE COVERAGE|29,894|23,844|13,508|12,240|6,050|7,401|356|19,450|14,733|12,702|9,389|7,779|1,996|3,313|2,031|1,075|424|671|956|4,717|3,436|1,402|2,291|1,281
DATA|BK96|Rugby-Remsen Village|***EMPLOYMENT STATUS|45,096|28,655|28,607|25,406|3,201|48|16,441|28,607||25,708|16,347|16,347|14,685|4,335|3,219|7,551|6,151|***OCCUPATION|25,406|6,145|8,847|5,932|2,198|2,284|***INDUSTRY|25,406|0|1,414|620|169|2,658|2,142|496|1,450|1,792|10,201|1,342|1,723|1,399|***CLASS OF WORKER|25,406|18,817|5,416|1,173|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|20,055|2,213|1,238|2,096|2,253|3,024|3,883|2,288|2,079|595|386|16,203|5,175|2,585|1,141|921|3,702|14,302|929|576|1,579|1,564|2,185|2,929|1,859|1,756|547|378|5,753|***HEALTH INSURANCE COVERAGE|56,082|47,112|30,889|20,851|8,970|12,538|623|36,413|27,509|24,469|19,628|16,889|3,036|4,841|3,040|1,787|804|1,095|1,253|8,904|6,802|3,195|4,239|2,102
DATA|BK45|Georgetown-Marine Park-Bergen Beach-Mill Basin|***EMPLOYMENT STATUS|37,426|23,229|23,187|20,962|2,225|42|14,197|23,187||19,955|11,098|11,098|9,978|4,459|2,715|7,579|5,015|***OCCUPATION|20,962|8,593|3,455|5,705|1,618|1,591|***INDUSTRY|20,962|0|1,341|900|559|1,860|1,626|619|1,866|2,055|6,734|1,078|1,068|1,256|***CLASS OF WORKER|20,962|14,792|4,990|1,166|14|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|16,432|641|445|1,286|1,207|1,927|2,438|2,378|3,580|1,388|1,142|13,162|5,067|3,021|652|277|1,071|12,613|209|187|769|732|1,434|1,858|1,835|3,219|1,279|1,091|3,819|***HEALTH INSURANCE COVERAGE|48,309|45,599|36,361|14,143|2,710|12,201|237|29,484|22,023|19,878|18,594|17,141|1,785|1,284|2,145|1,540|905|670|605|7,461|6,980|5,077|2,320|481
DATA|BK50|Canarsie|***EMPLOYMENT STATUS|68,188|44,697|44,584|40,464|4,120|113|23,491|44,584||38,200|24,960|24,945|22,887|6,030|4,457|14,089|11,290|***OCCUPATION|40,464|13,768|11,149|8,685|2,660|4,202|***INDUSTRY|40,464|0|1,741|886|520|3,470|3,707|903|2,859|3,309|15,855|2,100|2,186|2,928|***CLASS OF WORKER|40,464|28,593|10,208|1,663|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|27,669|2,516|973|2,305|2,412|3,393|5,073|4,108|4,438|1,661|790|23,894|5,594|2,582|1,517|810|4,034|21,561|1,621|555|1,459|1,718|2,683|3,962|3,582|3,683|1,571|727|6,108|***HEALTH INSURANCE COVERAGE|85,624|75,116|54,940|25,398|10,508|21,215|1,442|56,852|43,012|39,146|34,149|30,681|4,227|4,997|3,866|2,776|1,400|1,544|1,090|13,840|10,983|5,930|5,872|2,857
DATA|BK58|Flatlands|***EMPLOYMENT STATUS|56,335|37,084|37,070|33,584|3,486|14|19,251|37,070||31,052|19,679|19,679|18,096|4,823|3,321|11,172|8,991|***OCCUPATION|33,584|12,266|8,419|7,459|2,322|3,118|***INDUSTRY|33,584|20|1,435|956|498|2,544|3,137|651|2,502|3,012|13,164|1,725|1,902|2,038|***CLASS OF WORKER|33,584|24,058|7,329|2,163|34|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|23,279|1,501|725|2,179|2,138|3,072|4,390|3,316|3,631|1,588|739|19,675|5,975|3,780|1,327|547|3,555|17,775|744|358|1,171|1,460|2,249|3,485|2,790|3,359|1,489|670|5,504|***HEALTH INSURANCE COVERAGE|70,841|64,395|45,761|24,257|6,446|16,871|578|45,544|35,518|32,181|29,185|25,445|4,447|2,996|3,337|2,060|1,006|1,078|1,277|10,026|8,554|5,313|3,667|1,472
DATA|BX27|Hunts Point|***EMPLOYMENT STATUS|19,762|10,637|10,616|8,506|2,110|21|9,125|10,616||10,427|5,754|5,733|4,415|2,473|1,526|5,550|3,930|***OCCUPATION|8,506|1,219|3,454|1,875|800|1,158|***INDUSTRY|8,506|39|576|306|294|811|418|170|499|820|2,573|1,145|683|172|***CLASS OF WORKER|8,506|7,132|793|581|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|8,877|2,360|1,074|1,577|1,002|1,214|1,022|359|245|3|21|6,012|2,074|517|1,590|997|4,665|6,064|1,208|659|1,230|819|865|807|310|142|3|21|2,813|***HEALTH INSURANCE COVERAGE|26,635|21,950|7,441|16,514|4,685|8,640|439|15,735|10,391|8,337|5,711|3,919|2,341|2,626|2,054|1,400|240|1,294|654|5,344|4,430|823|3,819|914
DATA|BX33|Longwood|***EMPLOYMENT STATUS|18,162|9,468|9,468|8,293|1,175|0|8,694|9,468||10,227|4,630|4,630|3,970|2,502|1,561|5,365|3,628|***OCCUPATION|8,293|1,423|3,001|2,030|646|1,193|***INDUSTRY|8,293|0|538|450|215|1,065|352|142|715|902|2,132|1,069|586|127|***CLASS OF WORKER|8,293|6,765|865|609|54|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|8,318|2,227|991|1,353|1,114|894|872|430|318|82|37|5,415|1,885|441|1,738|792|4,417|5,574|1,099|480|1,011|865|753|747|270|303|38|8|2,744|***HEALTH INSURANCE COVERAGE|25,360|21,233|7,674|14,708|4,127|8,363|363|14,955|9,241|8,097|5,514|3,811|1,849|2,583|1,144|920|114|825|224|5,714|4,773|908|4,104|941
DATA|BX34|Melrose South-Mott Haven North|***EMPLOYMENT STATUS|27,194|15,510|15,454|12,696|2,758|56|11,684|15,454||16,337|8,680|8,668|7,336|4,130|2,381|7,412|4,964|***OCCUPATION|12,696|1,747|5,119|3,330|666|1,834|***INDUSTRY|12,696|0|516|717|264|2,009|862|179|604|809|4,111|1,648|573|404|***CLASS OF WORKER|12,696|9,908|1,920|868|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|12,776|2,998|1,670|2,167|1,695|1,758|1,377|562|396|132|21|8,393|3,123|857|2,471|1,664|6,809|8,506|1,646|912|1,501|1,167|1,346|1,053|379|360|121|21|4,270|***HEALTH INSURANCE COVERAGE|38,850|32,526|10,648|24,142|6,324|12,613|391|22,971|15,146|12,408|8,563|5,705|3,445|3,845|2,738|1,871|285|1,681|867|7,825|6,686|1,124|5,769|1,139
DATA|BX39|Mott Haven-Port Morris|***EMPLOYMENT STATUS|38,712|20,647|20,630|17,350|3,280|17|18,065|20,630||20,446|9,550|9,550|7,894|5,028|2,964|9,576|6,270|***OCCUPATION|17,350|2,402|6,808|4,029|1,300|2,811|***INDUSTRY|17,350|20|1,068|797|400|2,418|1,056|267|786|1,413|4,827|2,884|937|477|***CLASS OF WORKER|17,350|13,798|2,626|917|9|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|17,497|4,511|2,591|3,252|2,109|2,011|1,567|779|487|142|48|11,196|4,348|1,424|3,623|1,959|9,137|11,940|2,536|1,498|2,412|1,657|1,553|1,114|632|386|108|44|5,557|***HEALTH INSURANCE COVERAGE|52,086|42,564|15,319|31,452|9,522|15,723|598|31,665|20,035|16,881|11,289|7,348|4,650|5,592|3,154|2,092|440|1,805|1,062|11,630|9,442|2,162|8,079|2,188
DATA|BX98|Rikers Island1|***EMPLOYMENT STATUS|9,706|0|0|0|0|0|9,706|0||920|0|0|0|0|0|0|0|***OCCUPATION|0|0|0|0|0|0|***INDUSTRY|0|0|0|0|0|0|0|0|0|0|0|0|0|0|***CLASS OF WORKER|0|0|0|0|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|***HEALTH INSURANCE COVERAGE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
DATA|BX01|Claremont-Bathgate|***EMPLOYMENT STATUS|22,392|11,100|11,100|8,611|2,489|0|11,292|11,100||12,813|6,123|6,123|4,689|3,051|2,200|6,045|3,809|***OCCUPATION|8,611|1,350|3,490|2,209|648|914|***INDUSTRY|8,611|32|407|237|70|1,233|506|110|409|710|2,986|854|553|504|***CLASS OF WORKER|8,611|6,766|1,540|305|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|9,847|2,584|1,455|1,417|1,284|1,282|1,028|457|292|32|16|6,393|2,349|638|2,033|1,365|5,283|6,738|1,472|923|1,017|946|850|864|393|248|9|16|3,109|***HEALTH INSURANCE COVERAGE|30,363|26,132|7,470|19,922|4,231|9,794|403|18,510|10,959|8,490|6,203|3,930|2,557|2,287|2,469|1,986|269|1,833|483|7,551|6,507|1,115|5,730|1,044
DATA|BX06|Belmont|***EMPLOYMENT STATUS|19,457|9,866|9,866|8,709|1,157|0|9,591|9,866||10,605|4,675|4,675|3,992|2,437|1,052|4,486|2,860|***OCCUPATION|8,709|1,589|2,986|2,078|708|1,348|***INDUSTRY|8,709|90|470|295|101|1,110|486|135|643|677|2,494|1,174|858|176|***CLASS OF WORKER|8,709|7,223|900|586|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|8,319|2,201|1,208|1,374|1,248|953|864|240|145|86|0|5,322|1,794|833|1,215|1,076|3,957|4,922|931|771|1,005|737|633|512|183|94|56|0|3,397|***HEALTH INSURANCE COVERAGE|25,783|21,199|8,865|13,546|4,584|7,177|319|16,635|9,664|8,507|5,782|4,019|1,967|2,725|1,157|826|268|578|331|6,971|5,810|2,573|3,418|1,161
DATA|BX17|East Tremont|***EMPLOYMENT STATUS|30,674|16,779|16,734|13,587|3,147|45|13,895|16,734||17,612|8,841|8,841|7,028|4,026|2,417|8,334|5,546|***OCCUPATION|13,587|2,386|5,254|3,544|688|1,715|***INDUSTRY|13,587|15|441|438|237|1,965|843|236|1,055|953|4,482|1,452|1,045|425|***CLASS OF WORKER|13,587|10,718|2,071|789|9|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|14,245|3,827|2,043|2,361|1,586|1,619|1,381|807|476|132|13|9,047|3,022|751|2,764|1,945|7,300|9,534|2,126|1,185|1,739|1,127|1,175|935|853|281|113|0|4,711|***HEALTH INSURANCE COVERAGE|41,380|34,274|12,440|25,327|7,106|13,081|867|25,185|16,036|13,149|9,398|6,088|3,872|3,751|2,887|1,984|632|1,599|903|9,149|7,596|1,337|6,826|1,553
DATA|BX35|Morrisania-Melrose|***EMPLOYMENT STATUS|27,822|16,073|16,056|13,117|2,939|17|11,749|16,056||15,675|8,707|8,707|7,341|3,452|2,347|7,124|5,372|***OCCUPATION|13,117|2,628|5,004|2,871|893|1,721|***INDUSTRY|13,117|0|662|404|264|1,331|1,237|193|741|1,384|4,740|983|663|515|***CLASS OF WORKER|13,117|10,010|1,999|1,094|14|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|12,475|2,892|1,121|2,371|1,344|2,032|1,313|802|463|101|36|8,855|2,877|833|1,880|1,565|6,343|8,728|1,458|653|1,847|1,044|1,657|1,029|567|370|87|16|3,747|***HEALTH INSURANCE COVERAGE|37,724|31,959|12,220|21,522|5,765|11,341|459|23,422|15,631|12,747|9,628|6,484|3,447|3,119|2,884|2,078|318|1,851|806|7,791|6,458|1,351|5,467|1,333
DATA|BX75|Crotona Park East|***EMPLOYMENT STATUS|14,221|7,998|7,998|6,702|1,296|0|6,223|7,998||7,870|4,237|4,237|3,630|2,281|1,535|4,200|2,989|***OCCUPATION|6,702|1,103|2,383|1,842|368|1,006|***INDUSTRY|6,702|0|233|336|77|1,008|513|91|364|485|2,217|800|433|145|***CLASS OF WORKER|6,702|5,328|1,002|360|12|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|6,912|1,758|759|1,166|916|822|907|338|179|47|20|4,647|1,632|405|1,004|666|3,605|4,652|752|645|725|686|714|656|314|109|31|20|2,260|***HEALTH INSURANCE COVERAGE|20,324|17,234|7,088|12,111|3,090|6,924|356|11,679|7,732|6,542|5,021|3,241|2,080|1,521|1,190|788|232|676|402|3,947|3,187|973|2,501|760
DATA|BX14|East Concourse-Concourse Village|***EMPLOYMENT STATUS|48,434|28,201|28,136|23,795|4,341|65|20,233|28,136||25,629|13,718|13,718|11,692|5,215|3,342|10,969|7,028|***OCCUPATION|23,795|4,455|8,538|5,550|2,158|3,094|***INDUSTRY|23,795|0|1,554|1,024|581|2,967|1,627|433|1,392|1,871|6,600|2,765|1,758|1,223|***CLASS OF WORKER|23,795|18,555|3,562|1,664|14|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|21,343|4,268|2,378|3,217|2,211|3,251|3,318|1,323|998|306|73|15,263|5,136|2,242|2,913|2,347|8,934|13,285|1,855|1,419|2,186|1,477|2,203|2,349|970|546|224|56|8,058|***HEALTH INSURANCE COVERAGE|62,732|52,543|20,096|36,459|10,189|17,503|644|39,297|27,193|22,918|16,945|10,861|6,687|5,973|4,275|2,805|589|2,336|1,470|12,104|10,089|2,219|8,383|2,015
DATA|BX26|Highbridge|***EMPLOYMENT STATUS|27,074|16,026|16,026|13,230|2,796|0|11,048|16,026||14,742|8,293|8,293|6,698|3,513|2,202|7,275|4,881|***OCCUPATION|13,230|2,169|5,118|3,173|810|1,960|***INDUSTRY|13,230|12|522|658|258|1,637|1,079|241|903|966|3,932|1,592|1,089|341|***CLASS OF WORKER|13,230|10,434|1,780|1,016|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|12,711|2,480|1,447|2,644|1,594|1,665|1,459|960|407|21|34|9,201|2,363|968|2,080|1,433|6,118|8,181|1,164|895|1,831|1,121|1,143|1,037|614|342|0|34|4,530|***HEALTH INSURANCE COVERAGE|36,942|30,923|11,888|21,143|6,019|11,361|797|23,026|15,728|13,016|9,743|6,225|3,971|3,273|2,712|1,938|432|1,591|774|7,298|6,193|1,238|5,217|1,105
DATA|BX63|West Concourse|***EMPLOYMENT STATUS|28,760|18,561|18,500|15,934|2,566|61|10,199|18,500||15,594|9,084|9,023|7,789|4,035|2,370|7,294|5,010|***OCCUPATION|15,934|1,996|6,895|3,788|1,282|1,973|***INDUSTRY|15,934|11|601|890|281|2,352|1,048|157|707|1,318|4,948|2,062|1,263|296|***CLASS OF WORKER|15,934|12,842|2,007|1,085|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|12,795|2,027|1,504|1,923|1,942|2,088|2,057|733|429|85|7|9,824|2,299|931|1,646|1,203|5,734|9,026|1,260|1,020|1,386|1,517|1,549|1,389|526|314|65|0|3,769|***HEALTH INSURANCE COVERAGE|39,619|31,893|12,063|22,148|7,726|12,078|655|25,154|18,036|15,581|10,726|6,877|4,354|4,855|2,455|1,771|584|1,341|684|7,118|5,639|1,053|4,954|1,479
DATA|BX36|University Heights-Morris Heights|***EMPLOYMENT STATUS|40,635|26,366|26,336|20,898|5,438|30|14,269|26,336||22,056|13,430|13,430|10,578|4,543|2,698|9,366|6,792|***OCCUPATION|20,898|2,846|8,224|5,167|1,511|3,150|***INDUSTRY|20,898|5|906|807|781|3,134|1,514|273|1,622|1,635|5,670|2,257|1,885|409|***CLASS OF WORKER|20,898|16,923|2,251|1,724|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|17,631|3,451|1,954|3,189|2,171|2,737|2,288|1,087|487|225|42|13,644|2,882|1,282|2,563|2,305|8,542|12,024|1,723|1,310|2,418|1,547|2,002|1,672|819|350|141|42|5,607|***HEALTH INSURANCE COVERAGE|53,722|43,393|18,677|30,295|10,329|15,208|937|35,099|25,228|20,187|14,109|9,166|6,148|6,078|5,041|3,583|990|3,105|1,458|9,871|8,189|2,194|6,948|1,682
DATA|BX40|Fordham South|***EMPLOYMENT STATUS|18,324|11,714|11,714|9,338|2,376|0|6,610|11,714||10,433|6,390|6,390|5,019|2,929|1,708|5,343|3,698|***OCCUPATION|9,338|1,025|4,027|2,223|533|1,530|***INDUSTRY|9,338|0|465|348|139|1,415|512|58|477|591|2,665|1,651|822|195|***CLASS OF WORKER|9,338|7,223|1,088|1,027|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|8,338|1,812|1,115|1,510|920|1,182|918|572|257|30|22|6,179|1,345|281|1,261|1,112|4,330|5,682|1,035|759|1,035|591|840|748|470|182|11|11|2,656|***HEALTH INSURANCE COVERAGE|26,336|20,734|6,113|16,188|5,602|9,102|367|15,743|11,231|9,009|5,586|2,984|2,884|3,423|2,222|1,396|273|1,226|826|4,512|3,580|853|3,043|932
DATA|BX41|Mount Hope|***EMPLOYMENT STATUS|39,231|24,563|24,563|20,255|4,308|0|14,668|24,563||20,639|11,845|11,845|9,854|4,647|3,295|9,189|6,636|***OCCUPATION|20,255|2,590|8,350|4,692|1,763|2,860|***INDUSTRY|20,255|67|1,133|978|384|2,844|1,558|325|1,085|1,380|5,852|2,645|1,632|372|***CLASS OF WORKER|20,255|16,858|1,932|1,457|8|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|16,528|3,064|1,766|2,891|2,072|2,485|2,386|1,130|490|156|88|12,572|2,501|953|2,619|2,040|7,634|11,684|1,786|1,310|2,180|1,533|1,848|1,725|703|444|123|32|4,844|***HEALTH INSURANCE COVERAGE|52,055|42,235|15,353|31,185|9,820|15,035|786|33,479|23,861|19,772|14,165|8,530|6,672|5,607|4,089|2,585|535|2,290|1,504|9,618|7,812|1,607|6,897|1,806
DATA|BX05|Bedford Park-Fordham North|***EMPLOYMENT STATUS|39,244|23,831|23,789|20,631|3,158|42|15,413|23,789||20,797|11,390|11,363|9,913|4,935|3,042|9,368|6,760|***OCCUPATION|20,631|3,599|7,265|5,455|1,688|2,624|***INDUSTRY|20,631|23|1,372|889|351|3,533|1,238|684|1,207|1,719|5,249|2,351|1,607|408|***CLASS OF WORKER|20,631|16,605|2,352|1,674|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|18,253|3,248|1,887|3,326|1,824|2,450|2,592|1,434|1,164|162|166|13,771|3,323|1,272|2,175|1,269|7,391|11,906|1,711|1,090|2,177|1,264|1,685|2,011|957|736|143|132|6,347|***HEALTH INSURANCE COVERAGE|52,440|41,727|17,229|26,743|10,713|14,860|821|33,902|23,199|20,249|14,145|9,979|4,546|6,104|2,950|1,734|564|1,252|1,216|10,703|8,279|1,923|6,829|2,424
DATA|BX30|Kingsbridge Heights|***EMPLOYMENT STATUS|24,253|15,436|15,436|12,653|2,783|0|8,817|15,436||13,486|8,083|8,083|6,678|2,276|1,761|4,553|3,250|***OCCUPATION|12,653|2,592|4,479|3,232|805|1,545|***INDUSTRY|12,653|0|683|373|281|1,900|903|234|872|1,038|3,835|1,410|773|351|***CLASS OF WORKER|12,653|10,050|1,698|905|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|10,599|1,894|1,032|1,635|1,496|1,505|1,499|778|528|150|82|8,158|2,221|1,020|1,518|710|4,304|6,801|790|783|1,135|1,064|1,085|856|567|351|123|47|3,798|***HEALTH INSURANCE COVERAGE|29,838|23,737|9,701|16,169|6,101|7,137|470|20,106|15,013|12,382|8,693|5,709|3,485|3,689|2,631|1,675|377|1,394|956|5,093|4,139|1,141|3,466|954
DATA|BX43|Norwood|***EMPLOYMENT STATUS|30,651|19,691|19,678|17,189|2,489|13|10,960|19,678||16,891|9,732|9,732|8,397|4,296|2,512|6,601|4,387|***OCCUPATION|17,189|3,822|5,264|5,276|1,038|1,789|***INDUSTRY|17,189|21|710|636|504|2,614|1,065|379|1,658|886|4,930|2,100|1,015|671|***CLASS OF WORKER|17,189|13,874|2,347|968|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|14,192|2,012|1,326|1,998|1,663|1,760|2,891|1,412|811|215|104|11,201|2,645|1,080|1,481|735|4,801|8,988|774|714|1,518|1,131|1,173|1,985|837|583|190|83|5,204|***HEALTH INSURANCE COVERAGE|40,590|33,253|15,858|20,542|7,337|11,491|425|25,919|19,017|16,619|12,319|8,885|4,064|4,300|2,398|1,356|382|1,050|1,042|6,902|5,447|1,551|4,435|1,455
DATA|BX22|North Riverdale-Fieldston-Riverdale|***EMPLOYMENT STATUS|22,561|13,273|13,264|12,494|770|9|9,288|13,264||12,070|6,685|6,685|6,286|1,869|1,200|2,844|2,078|***OCCUPATION|12,494|6,889|1,228|3,200|555|622|***INDUSTRY|12,494|5|458|343|206|699|518|419|1,434|1,528|4,631|962|795|496|***CLASS OF WORKER|12,494|9,391|2,158|935|10|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|10,909|624|290|859|592|1,104|1,935|1,379|1,962|809|1,355|8,115|3,722|2,142|227|129|526|5,579|98|46|91|256|394|876|798|1,224|563|1,233|5,330|***HEALTH INSURANCE COVERAGE|25,943|24,007|20,822|6,647|1,936|4,888|199|16,165|12,010|11,324|10,490|10,126|533|834|686|472|389|98|214|4,155|3,511|3,065|599|644
